GCXH,XZQHMC,KKMC,FXLX,GCSJ,HPZL,"SUBSTR(HPHM,1,4)||'***'",CLPPXH
320300108807744213,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 10:43,02,苏AJ5***,奔驰牌
320300108807745400,铜山县,徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口,1,2023/12/1 10:44,02,苏CAQ***,奔驰牌
320300108807755458,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 10:45,02,浙C3B***,奔驰牌-未知系列14-未知年款0
320300108807757658,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 10:46,02,苏CK1***,奔驰牌
320300108807778060,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 10:50,02,苏CY7***,奔驰牌
320300108807782434,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 10:50,02,苏C1E***,奔驰牌-V250-2016_2018
320300108807797130,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 10:53,02,苏CF7***,奔驰牌-C200-2019
320300108807808181,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 10:55,02,浙JH2***,奔驰牌
320300108807814173,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 10:56,01,苏CLH***,奔驰牌
320300108807818843,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 10:57,02,苏C3C***,奔驰牌
320300108807821530,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 10:57,02,苏N26***,奔驰牌-GLC300-2019
320300108807832617,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 10:59,02,苏CB6***,奔驰牌-斯宾特-2016#A
320300108807840738,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:01,02,粤EM7***,奔驰牌-GLC300-2019
320300108807839436,铜山县,徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口,1,2023/12/1 11:01,02,苏CP5***,奔驰牌
320300108807840324,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:01,02,苏C18***,奔驰牌
320300108807845213,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:01,02,苏CL3***,奔驰牌-E级-2017_2018_2019
320300108807849617,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 11:02,13,苏CFM***,奔驰牌-未知系列13-未知年款0
320300108807863834,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 11:05,02,苏C73***,奔驰牌-C200-2015
320300108807874939,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 11:06,02,苏C61***,奔驰牌-E级-2017
320300108807881155,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:08,02,苏C00***,奔驰牌
320300108807895170,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:10,02,苏CN2***,奔驰牌-GLC300-2019
320300108807899677,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 11:11,02,苏C5Z***,奔驰牌
320300108807903718,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:12,-,R1D9***,奔驰牌
320300108807907414,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 11:12,02,苏NH2***,奔驰牌-E级-2016_2017_2019
320300108807907835,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 11:13,02,苏C81***,奔驰牌
320300108807911201,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:13,02,苏C27***,奔驰牌
320300108807911064,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 11:13,02,苏C18***,奔驰牌
320300108807918119,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:14,02,鲁R94***,奔驰牌-E500-2006#B
320300108807923647,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:15,02,苏CQV***,奔驰牌
320300108807925876,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:16,02,苏CQH***,奔驰牌
320300108807946891,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:19,02,苏CH7***,奔驰牌-C200-2016
320300108807947637,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 11:20,02,苏G82***,奔驰牌-C200-2019
320300108807948578,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 11:20,02,云A99***,奔驰牌-C200-2019
320300108807962120,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:22,01,苏CJC***,奔驰牌-未知系列5-未知年款0
320300108807967947,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 11:23,02,苏NY6***,奔驰牌-维雅诺-2018
320300108807971532,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:23,02,苏B29***,奔驰牌-E级-2017_2018_2019
320300108807974864,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:24,01,苏CLB***,奔驰牌-维雅诺-2016
320300108807988542,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:26,02,浙JB7***,奔驰牌-V级-未知年款2
320300108808009951,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 11:30,-,583***,奔驰牌-未知系列7-未知年款0
320300108808014917,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 11:31,02,苏C51***,奔驰牌-A级-2019#B
320300108808016476,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:31,02,苏CR7***,奔驰牌
320300108808017041,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:32,02,苏CR7***,奔驰牌
320300108808031028,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:34,02,苏CMS***,奔驰牌-E级-2016_2017_2019
320300108808039339,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:35,02,苏C9Y***,奔驰牌-E级-2017_2018_2019
320300108808038683,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:35,02,苏C9Y***,奔驰牌-E级-2017_2018_2019
320300108808040612,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 11:36,02,苏C78***,奔驰牌
320300108808053827,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 11:38,02,苏CN5***,奔驰牌-C200-2019
320300108808057924,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 11:39,02,苏CE1***,奔驰牌-A级-2019#B
320300108808086360,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 11:43,02,苏C5G***,奔驰牌-C200-2019
320300108808092724,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 11:44,52,苏CF2***,奔驰牌
320300108808096039,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 11:45,02,苏CE2***,奔驰牌-E级-2017_2018_2019
320300108808097033,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 11:45,01,沪FK5***,奔驰牌
320300108808103001,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:46,02,苏C77***,奔驰牌-A级-2019#B
320300108808108550,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 11:47,02,苏C9E***,奔驰牌
320300108808117210,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 11:48,02,苏C8U***,奔驰牌-C200-2019
320300108808120243,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 11:49,02,苏CUN***,奔驰牌
320300108808120809,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 11:49,02,苏H77***,奔驰牌
320300108808128920,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:50,02,苏CF9***,奔驰牌-A级-2019#B
320300108808134649,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:52,01,苏CLN***,奔驰牌
320300108808155956,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 11:55,02,冀0DE***,奔驰牌
320300108808179735,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:59,02,苏A58***,奔驰牌-E级-2014_2015
320300108808182504,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 11:59,02,苏CZQ***,奔驰牌-GLC300-2019
320300108808188050,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 12:00,01,鲁RM4***,奔驰牌-未知系列0-未知年款0
320300108808195115,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:01,02,京P1B***,奔驰牌-E300-2010_2011
320300108808202787,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 12:03,02,苏A38***,奔驰牌-C200-2019
320300108808230438,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 12:07,02,苏C09***,奔驰牌
320300108808235014,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:08,02,苏CM8***,奔驰牌-GLA-2017#A
320300108808237086,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:08,01,晋KN3***,奔驰牌-GLA200-2014
320300108808252163,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 12:11,02,苏C2W***,奔驰牌-A级-2019#A
320300108808259177,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 12:12,01,苏NEC***,奔驰牌
320300108808268065,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 12:14,02,苏C5R***,奔驰牌
320300108808301205,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 12:19,02,苏CK9***,奔驰牌
320300108808305876,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:20,02,苏CX1***,奔驰牌-未知系列13-未知年款0
320300108808307695,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:20,02,苏C0V***,奔驰牌-V250-2016_2018
320300108808313813,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:21,02,苏H39***,奔驰牌-E级-2016_2017_2019
320300108808314412,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:21,02,鲁HH3***,奔驰牌-E级-2016_2017_2019
320300108808321398,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:23,02,苏C6L***,奔驰牌
320300108808322710,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 12:23,02,苏C55***,奔驰牌-E级-2017_2018_2019
320300108808327540,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:24,02,苏A04***,奔驰牌-凌特-2012_2014_2016#A
320300108808329600,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 12:24,02,苏CZ5***,奔驰牌
320300108808336160,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 12:26,02,苏C35***,奔驰牌
320300108808346600,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 12:28,-,4***,奔驰牌-未知系列8-未知年款0
320300108808348752,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 12:28,02,苏CD6***,奔驰牌-E级-2016_2017_2019
320300108808349360,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 12:28,02,鲁A52***,奔驰牌-A级-2019#B
320300108808350247,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 12:28,52,苏CDG***,奔驰牌-维雅诺-2010#D
320300108808349325,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 12:29,02,苏C2N***,奔驰牌-GLK300-2013_2014
320300108808349925,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 12:29,02,苏AU1***,奔驰牌
320300108808352952,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 12:29,52,苏ND2***,奔驰牌
320300108808356649,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 12:30,02,苏CS5***,奔驰牌
320300108808365225,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 12:32,02,苏AHP***,奔驰牌
320300108808384344,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 12:36,01,苏CMX***,奔驰牌
320300108808386556,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:36,02,苏A9E***,奔驰牌-C200-2019
320300108808386481,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 12:36,02,皖A35***,奔驰牌-A级-2019#B
320300108808395012,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 12:38,02,鲁Q53***,奔驰牌-A级-2019#B
320300108808399218,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 12:39,02,苏C22***,奔驰牌-GLA-2017#A
320300108808407873,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 12:40,02,鲁QU7***,奔驰牌
320300108808442223,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 12:47,02,苏C87***,奔驰牌
320300108808449003,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 12:48,-,苏CBD***,奔驰牌
320300108808455211,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 12:49,02,苏C0F***,奔驰牌-E级-2017_2018_2019
320300108808465316,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 12:51,02,苏C37***,奔驰牌-V250-2016_2018
320300108808468709,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:52,02,苏CR9***,奔驰牌
320300108808471138,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 12:52,02,苏CY3***,奔驰牌
320300108808481028,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 12:54,02,苏C5Y***,奔驰牌-A级-2019#A
320300108808485406,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 12:55,01,苏GT0***,奔驰牌-维雅诺-2016
320300108808485945,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 12:55,02,苏A80***,奔驰牌-C200-2019
320300108808487164,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:55,-,鲁R33***,奔驰牌-斯宾特-2009
320300108808493153,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:56,02,苏CG1***,奔驰牌-V250-2016_2018
320300108808494274,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 12:57,02,京GP3***,奔驰牌-E级-2017_2018_2019
320300108808502908,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 12:58,02,苏CN1***,奔驰牌-A级-2019#B
320300108808503745,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 12:58,02,苏C82***,奔驰牌-GLC300-2019
320300108808509818,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 12:59,01,苏CS5***,奔驰牌-未知系列2-未知年款0
320300108808526986,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:02,02,苏C3R***,奔驰牌-E级-2017_2018_2019
320300108808530228,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:03,01,苏CNV***,奔驰牌
320300108808542703,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:05,02,苏C77***,奔驰牌-E级-2016_2017_2019
320300108808542690,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:05,02,苏C77***,奔驰牌-E级-2016_2017_2019
320300108808546132,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:06,02,苏A8G***,奔驰牌-E级-2016_2017_2019
320300108808546750,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:06,02,苏H82***,奔驰牌-E级-2017_2018_2019
320300108808559738,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 13:09,-,皖L34***,奔驰牌
320300108808564806,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 13:10,02,苏G0F***,奔驰牌-V250-2016_2018
320300108808569140,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:10,02,鲁B78***,奔驰牌-A级-2019#B
320300108808575918,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:12,02,苏C55***,奔驰牌-C200-2019
320300108808585242,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:13,02,鲁QL6***,奔驰牌-C200-2015
320300108808598661,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 13:16,02,鲁H8G***,奔驰牌
320300108808602923,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 13:16,02,苏C1A***,奔驰牌
320300108808617271,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 13:19,02,苏CS5***,奔驰牌
320300108808640892,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:23,01,苏CKH***,奔驰牌
320300108808652336,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 13:25,01,皖LB4***,奔驰牌
320300108808656084,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 13:25,02,苏CLL***,奔驰牌
320300108808656075,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:25,02,苏CH9***,奔驰牌-V250-2016_2017
320300108808662660,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:26,02,鲁Q39***,奔驰牌-GLC300-2016
320300108808688131,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:31,02,苏CC0***,奔驰牌
320300108808691031,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:31,02,苏C97***,奔驰牌-C200-2016
320300108808694680,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:31,02,苏C7D***,奔驰牌
320300108808694075,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:31,02,苏C5B***,奔驰牌-维雅诺-2016
320300108808696063,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:32,02,苏C83***,奔驰牌-C200-2015
320300108808695591,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 13:32,02,苏CG5***,奔驰牌-E级-2017_2018_2019
320300108808711791,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:34,02,苏CH3***,奔驰牌-GLA200-2014
320300108808712975,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:34,02,苏A05***,奔驰牌
320300108808735873,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:38,02,苏N3Q***,奔驰牌-E级-2016_2017_2019
320300108808736781,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:38,02,苏CD8***,奔驰牌-E级-2017_2018_2019
320300108808741961,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:39,02,苏C3P***,奔驰牌-E500-2006#B
320300108808745278,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:39,02,苏CY2***,奔驰牌-E300-2010_2011
320300108808752302,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 13:41,02,鲁HE8***,奔驰牌
320300108808752929,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 13:41,02,皖AL8***,奔驰牌
320300108808754531,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:41,02,皖A58***,奔驰牌-A级-2019#A
320300108808756223,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:41,02,苏C88***,奔驰牌-E级-2016_2017_2019
320300108808756552,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 13:42,02,苏C3C***,奔驰牌-C200-2019
320300108808757761,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:42,02,苏CT6***,奔驰牌-GLC300-2019
320300108808763133,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:42,02,苏C1V***,奔驰牌-A级-2019#B
320300108808782246,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:45,01,苏CHG***,奔驰牌-维雅诺-2015_2013_2011#D
320300108808784867,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 13:46,02,苏CD3***,奔驰牌-斯宾特-2016#A
320300108808789714,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:46,02,苏C9N***,奔驰牌
320300108808788577,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 13:46,02,苏EQP***,奔驰牌-A级-2019#B
320300108808804714,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 13:49,02,苏C96***,奔驰牌-E300-2010_2011
320300108808808634,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 13:49,01,鲁BN8***,奔驰牌-未知系列0-未知年款0
320300108808810684,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 13:50,02,苏AF7***,奔驰牌
320300108808818816,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:51,02,苏C1J***,奔驰牌-C200-2019
320300108808821233,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:51,02,苏N35***,奔驰牌-C200-2015
320300108808821620,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 13:51,02,鲁DF3***,奔驰牌
320300108808821838,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:51,02,苏CQ7***,奔驰牌-C200-2019
320300108808825160,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:52,02,苏A1T***,奔驰牌
320300108808829943,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 13:53,02,苏CD1***,奔驰牌-GLC300-2019
320300108808832161,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 13:53,02,鲁Q3L***,奔驰牌-E级-2017_2018_2019
320300108808834246,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:53,02,苏CL3***,奔驰牌
320300108808837849,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 13:54,02,苏C3E***,奔驰牌-E级-2014_2015
320300108808843138,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 13:55,02,苏CS8***,奔驰牌
